,0,1
2141,0,0
2142,2,2
2143,1,1
2144,2,2
2145,2,2
2146,3,2
2147,0,0
2148,3,3
2149,1,1
2150,1,2
2151,3,3
2152,2,2
2153,0,0
2154,1,2
2155,2,2
2156,0,0
2157,0,0
2158,2,1
2159,1,2
2160,3,2
2161,1,1
2162,0,0
2163,0,0
2164,0,0
2165,0,0
2166,0,0
2167,0,1
2168,2,2
2169,3,3
2170,2,2
2171,1,1
2172,1,1
2173,1,1
2174,1,1
2175,1,1
2176,1,1
2177,1,2
2178,0,0
2179,2,2
2180,2,2
2181,3,2
2182,2,3
2183,2,2
2184,1,1
2185,0,0
2186,3,2
2187,1,1
2188,1,1
2189,2,3
2190,2,3
2191,2,2
2192,1,1
2193,2,1
2194,1,2
2195,0,0
2196,2,2
2197,3,3
2198,0,1
2199,1,1
2200,2,2
2201,2,2
2202,0,1
2203,1,2
2204,0,0
2205,0,1
2206,1,1
2207,1,2
2208,2,1
2209,3,3
2210,2,2
2211,2,2
2212,3,3
2213,2,1
2214,1,1
2215,1,1
2216,1,2
2217,2,3
2218,1,1
2219,2,2
2220,0,0
2221,2,1
2222,3,3
2223,1,1
2224,1,1
2225,2,2
2226,2,2
2227,3,3
2228,2,2
2229,0,0
2230,0,0
2231,3,2
2232,1,1
2233,2,2
